,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
18,[0],10,5,1,100,80,255,3,3,0.5875,12.1125,120.75,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,255,3,4,0.3375,12.45,133.2,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,255,4,0,0.3125,12.7625,145.9625,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,255,4,1,1.075,13.8375,159.8,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,255,4,2,1.1125,14.95,174.75,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,255,4,3,0.0125,14.9625,189.7125,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,255,4,4,0.55,15.5125,205.225,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,255,5,0,1.0,16.5125,221.7375,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,255,5,1,0.1,16.6125,238.35,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,255,5,2,1.0125,17.625,255.975,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,255,5,3,0.075,17.7,273.675,[0],[0],[0],[0],[0],[0],[0],[0]
29,[0],10,5,1,100,80,255,5,4,0.0875,17.7875,291.4625,[0],[0],[0],[0],[0],[0],[0],[0]
30,[0],10,5,1,100,80,255,6,0,0.1125,17.9,309.3625,[0],[0],[0],[0],[0],[0],[0],[0]
31,[0],10,5,1,100,80,255,6,1,0.725,18.625,327.9875,[0],[0],[0],[0],[0],[0],[0],[0]
32,[0],10,5,1,100,80,255,6,2,0.15,18.775,346.7625,[0],[0],[0],[0],[0],[0],[0],[0]
33,[0],10,5,1,100,80,255,6,3,1.025,19.8,366.5625,[0],[0],[0],[0],[0],[0],[0],[0]
34,[0],10,5,1,100,80,255,6,4,0.3125,20.1125,386.675,[0],[0],[0],[0],[0],[0],[0],[0]
35,[0],10,5,1,100,80,255,7,0,0.85,20.9625,407.6375,[0],[0],[0],[0],[0],[0],[0],[0]
36,[0],10,5,1,100,80,255,7,1,0.3,21.2625,428.9,[0],[0],[0],[0],[0],[0],[0],[0]
37,[0],10,5,1,100,80,255,7,2,0.2625,21.525,450.425,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,255,7,3,1.075,22.6,473.025,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,255,7,4,0.5375,23.1375,496.1625,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,255,8,0,0.6,23.7375,519.9,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,255,8,1,0.2125,23.95,543.85,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,255,8,2,0.4125,24.3625,568.2125,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,255,8,3,0.0625,24.425,592.6375,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,255,8,4,0.45,24.875,617.5125,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,255,9,0,0.2625,25.1375,642.65,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,255,9,1,0.925,26.0625,668.7125,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,255,9,2,0.8875,26.95,695.6625,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,255,9,3,0.975,27.925,723.5875,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,255,9,4,0.6125,28.5375,752.125,[0],[0],[0],[0],[0],[0],[0],[0]
